id,museu,gaveta,sp,pop,coletor,id.coletor,localidade,municipio,uf,lon,lat,alt,xy.original,ano,mes,dia,morte,pele,cranio,esqueleto,sexo,dentes,classe,idade,peso,peso.morto,compr.total,compr.corpo,compr.cauda,tarso.c.unha,tarso.s.unha,orelha.int,orelha.ext,medido,gls,cb,nas,bbc,zb,poc,ic,lbasi,bps,bam,can,pl,max,sm,mad,alpcor,larcon,obs,replicas,gls.1,cb.1,nas.1,bbc.1,zb.1,poc.1,ic.1,lbasi.1,bps.1,bam.1,can.1,pl.1,max.1,sm.1,mad.1,alpcor.1,larcon.1,gls.2,cb.2,nas.2,bbc.2,zb.2,poc.2,ic.2,lbasi.2,bps.2,bam.2,can.2,pl.2,max.2,sm.2,mad.2,alpcor.2,larcon.2,gls.3,cb.3,nas.3,bbc.3,zb.3,poc.3,ic.3,lbasi.3,bps.3,bam.3,can.3,pl.3,max.3,sm.3,mad.3,alpcor.3,larcon.3,gls.4,cb.4,nas.4,bbc.4,zb.4,poc.4,ic.4,lbasi.4,bps.4,bam.4,can.4,pl.4,max.4,sm.4,mad.4,alpcor.4,larcon.4
UFES468,UFES,03-03,Marmosops incanus,Duas Bocas,Leonora Pires Costa,LPC 1220,"Reserva Biológica Duas Bocas, Alto Alegre",Cariacica,ES,-40.5113888888889,-20.2811111111111,550,TRUE,2008,1,17,,ok,ok,,male,dp3m2,2,jovem,16.5,,197,81,116,17,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES467,UFES,03-03,Marmosops incanus,Duas Bocas,Leonora Pires Costa,LPC 1231,"Reserva Biológica Duas Bocas, Alto Alegre",Cariacica,ES,-40.5113888888889,-20.2811111111111,550,TRUE,2008,2,10,,ok,ok,,female,dp3m3,4,subadulto,19,,229,89,140,17,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES420,UFES,03-03,Marmosops incanus,Duas Bocas,Leonora Pires Costa,LPC 1234,"Reserva Biológica Duas Bocas, Alto Alegre",Cariacica,ES,-40.5113888888889,-20.2811111111111,550,TRUE,2008,2,12,,ETOH,ok,,male,dp3m2,2,jovem,21,,204,91,113,16,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES466,UFES,03-03,Marmosops incanus,Duas Bocas,Leonora Pires Costa,LPC 1239,"Reserva Biológica Duas Bocas, Alto Alegre",Cariacica,ES,-40.5113888888889,-20.2811111111111,550,TRUE,2008,2,13,,ok,ok,,female,dp3m4,5,adulto,23,,284,134,150,18,,21,,TRUE,31.94,30.96,13.81,13,16.43,6.76,6.66,11.8,5.63,10.81,4.48,17.79,13.89,7.11,23.37,9.28,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES465,UFES,03-03,Marmosops incanus,Duas Bocas,Leonora Pires Costa,LPC 1249,"Reserva Biológica Duas Bocas, Alto Alegre",Cariacica,ES,-40.5113888888889,-20.2811111111111,550,TRUE,2008,3,12,,ok,ok,parcial,male,p3m4,6,adulto,44,,304,124,180,23,,24,,TRUE,36.47,35.24,17.36,13.74,18.24,6.72,7.34,12.53,6.03,10.98,5.31,20.41,15.29,7.35,26.55,9.99,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES474,UFES,03-03,Marmosops incanus,Duas Bocas,Leonora Pires Costa,LPC 994,"Reserva Biológica Duas Bocas, Alto Alegre",Cariacica,ES,-40.5113888888889,-20.2811111111111,550,TRUE,2007,4,27,,ok,ok,,male,p3m4 (p3 eclodindo),5,adulto,23,,315,130,185,23,,23,,TRUE,37.12,36.54,17.44,13.73,18.3,7.23,7.47,12.65,6.23,11.26,5.35,21.4,15.64,7.83,27.29,10.32,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2555,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1421,Parque Estadual do Forno Grande,Castelo,ES,-41.0838894,-20.5166672,1131,TRUE,2013,9,27,,ok,ok,parcial,male,p3m4,6,adulto,115,,380,255,125,23,,28,,TRUE,43.34,43.62,21.1,13.96,21.19,6.63,8.47,13.79,7.56,11.95,6.26,24.7,17.39,7.58,32.2,12.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2566,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1432,Parque Estadual do Forno Grande,Castelo,ES,-41.0838905,-20.5166683,1131,TRUE,2013,9,28,,ok,ok,parcial,female,p3m4,6,adulto,54,,295,128,167,19,,24,,TRUE,37.36,36.2,17.35,13.25,18.05,6.71,7.08,12.68,6.11,11.26,5.18,20.92,15.28,7.28,26.84,10.14,1.18,,TRUE,37.25,36.23,17.1,13.37,18.06,6.76,7.11,12.77,6.04,11.03,5.04,20.87,15.29,7.29,26.88,10.69,1.15,37.31,36.26,17.07,13.29,18.07,6.76,7.17,12.72,5.9,11.01,5.05,20.96,15.29,7.28,27.19,10.6,1.18,37.27,36.25,17.17,13.27,18.05,6.65,7.05,12.74,6.16,11.02,5.07,20.96,15.3,7.27,26.91,10.6,1.16,37.24,36.25,17.06,13.33,18.09,6.63,7.19,12.71,5.98,11.15,5.07,20.89,15.31,7.28,26.93,10.59,1.09
UFES2696,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1526,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,2,13,,ok,ok,,male,dp3m4 (m4 eclodindo),4,subadulto,35,,244,101,143,15,,20,,TRUE,33.17,32.03,14.23,12.16,15.59,6.54,6.65,11.13,5.23,10.29,4.61,18.39,14.19,7.15,23.84,8.76,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2700,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1530,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,3,17,,ok,ok,,male,p3m4,6,adulto,43,,271,116,155,17,,22,,TRUE,35.48,34.89,16.03,13.07,17.28,6.73,7.02,12.09,5.9,10.14,4.94,20.3,15.2,7.52,25.85,9.1,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2725,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1540,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,5,,ok,ok,parcial,male,p3m4,6,adulto,46,,322,144,178,21,,24,,TRUE,37.88,37.38,,12.84,17.62,6.61,6.97,12.38,6.11,11.16,5.58,21.59,16.14,7.38,28.06,10.99,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2726,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1541,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,5,,ok,ok,parcial,,p3m4,6,adulto,,,,,,,,,,TRUE,34.72,33.64,15.99,13.11,16.41,6.62,6.8,11.85,5.4,10.42,4.99,19.66,14.83,7.25,24.83,9.4,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2730,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1543,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,6,,ok,ok,parcial,male,p3m4,6,adulto,56,,328,143,185,22,,28,,TRUE,38.75,37.87,18.46,13.36,18,6.61,7.45,12.71,6.19,11.05,5.57,21.68,15.87,7.31,28.16,11.11,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2731,UFES,03-03,Marmosops incanus,Forno Grande,Leonora Pires Costa,LPC 1544,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,6,,ok,ok,parcial,female,p3m4,6,adulto,34.5,,275,111,164,18.5,,26,,TRUE,34.46,33.41,15.7,12.91,16.42,6.47,6.7,11.75,5.53,10.69,4.97,19.43,14.79,7.47,24.86,9.7,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2668,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1498,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2013,11,21,,ok,ok,,female,dp3m2,2,jovem,12,,183,79,104,15,,19,,,,,,,,,,,,,,,,,,,,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2669,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1499,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2013,11,23,,ok,ok,ok,female,p3m4,6,adulto,58,,324,139,185,20,,26,,TRUE,39.46,38.84,19.15,13.19,19.1,6.75,7.49,12.38,6.31,11.19,5.84,22.16,15.82,7.36,29.42,11.77,1.26,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2674,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1504,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,21,,ok,ok,,male,dp3m4,5,adulto,15.5,,256,94,162,15,,23,,TRUE,34.48,32.68,15.67,12.76,16.37,6.8,7.13,11.8,5.43,10.42,4.81,18.89,14.58,7.19,24.13,9.72,1.19,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2675,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1505,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,21,,ok,ok,,male,dp3m4 (m4 eclodindo),4,subadulto,26.5,,277,105,172,20,,26,,TRUE,34.93,33.61,15.06,12.98,17.19,6.94,7.06,12.15,5.67,11.39,5.2,19.43,15.01,7.4,25.26,10.16,1.03,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2678,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1508,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,23,,ok,ok,,male,dp3m3,4,subadulto,24,,269,109,160,19,,29,,,,,,,,,,,,,,,,,,,,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2679,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1509,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,23,,ok,ok,,male,dp3m4 (m4 eclodindo),4,subadulto,18.5,,251,107,144,16,,21,,TRUE,33.3,32.05,14.9,12.54,16.18,7.11,7.06,11.74,5.16,10.37,4.9,18.35,14.32,7.36,23.56,8.94,1,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2680,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1510,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,24,,ok,ok,,female,p3m4,6,adulto,67,,351,154,197,24,,29,,TRUE,40.05,39.15,20.54,13.63,20.32,6.12,7.63,12.87,6.45,12.15,6.46,22.34,15.6,7.13,29.29,11.31,1.24,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2681,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1511,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,25,,ok,ok,,male,dp3m4 (m4 eclodindo),4,subadulto,21,,260,101,159,18,,23,,TRUE,34.2,32.73,14.51,13.02,16.37,7.15,7.28,11.56,5.28,10.56,4.82,19.08,14.53,7.18,24.77,8.86,1.13,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2683,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1513,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,27,,ok,ok,,male,dp3m4 (m4 eclodindo),4,subadulto,18,,242,99,143,17,,20,,TRUE,32.93,31.15,14.97,12.54,16.36,6.95,6.78,11.56,5.13,10.38,4.86,18.22,13.9,6.94,23.42,8.86,1.04,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2684,UFES,03-03,Marmosops incanus,Mata das Flores,Leonora Pires Costa,LPC 1514,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,27,,ok,,,female,,,,65,,330,147,183,19,,26,,,,,,,,,,,,,,,,,,,,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1194,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1275,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,24,,ok,ok,parcial,male,p3m4 (p3 eclodindo),5,adulto,39,,294,121,173,20,,28,,TRUE,34.95,34.93,16.27,12.69,17.27,6.22,7.01,12.06,5.88,11.03,5.09,20.11,15.5,7.59,25.83,10.41,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1195,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1276,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,24,,ok,ok,parcial,male,p3m4,6,adulto,45,,324,126,198,20,,31,,TRUE,39.71,39.46,19.8,13.61,18.54,6.63,6.97,12.81,6.35,11.62,5.9,23.11,16.63,7.4,29.77,11.81,1.43,,TRUE,39.64,39.46,19.83,13.71,18.75,6.45,7.68,12.81,6.24,11.56,5.76,23.06,16.67,7.41,29.3,11.57,1.33,39.66,39.48,19.79,13.61,18.7,6.53,7.55,12.75,6.26,11.6,5.79,23.12,16.58,7.46,29.78,11.15,1.42,39.63,39.49,19.75,13.75,18.73,6.72,7.46,12.81,6.12,11.59,5.83,23.08,16.65,7.48,29.65,11.33,1.36,39.65,39.5,19.82,13.84,18.75,6.52,7.36,12.82,6.16,11.53,5.81,23.05,16.76,7.34,29.61,11.66,1.33
UFES1196,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1277,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,24,,ok,ok,parcial,female,p3m4,6,adulto,28,,275,110,165,16,,28,,TRUE,34.71,33.48,15.89,12.69,16.69,6.35,7,11.77,5.73,10.9,4.83,19.71,14.61,7.31,25.1,9.26,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1197,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1279,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,25,,ok,ok,parcial,male,p3m4,6,adulto,43,,315,127,188,20,,29,,TRUE,37.46,36.51,16.29,13,17.9,6.39,7.25,12.34,5.8,11.27,5.73,21.07,15.7,7.35,27.36,10.49,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1500,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1294,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8441666666667,-18.3552777777778,32,TRUE,2009,12,11,,ok,ok,,male,dp3m2,2,jovem,10,,188,78,110,14,,21,,,,,,,,,,,,,,,,,,,,"Macho segundo etiqueta de pele, mas fêmea na de crânio. Macho segundo Ana C. Bezerra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1501,UFES,,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1296,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8441666666667,-18.3552777777778,32,TRUE,2009,12,12,,ok,ok,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1503,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1298,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8441666666667,-18.3552777777778,32,TRUE,2009,12,12,,ok,ok,,female,dp3m3 (m3 eclodindo),3,jovem,17,,221,89,132,20,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1957,UFES,Meio líquido,Marmosa murina,Rio Preto,Leonora Pires Costa,LPC 1299,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.84417,-18.35528,32,TRUE,2009,12,14,,ETOH,ok,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmar espécie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1505,UFES,,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1301,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8441666666667,-18.3552777777778,32,TRUE,2009,12,15,,ok,ok,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1507,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1303,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8441666666667,-18.3552777777778,32,TRUE,2009,12,16,,ok,ok,,female,dp3m2,2,jovem,14.5,,209,86,123,17,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1509,UFES,,Marmosa murina,Rio Preto,Leonora Pires Costa,LPC 1305,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8441666666667,-18.3552777777778,32,TRUE,2009,12,17,,ok,ok,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmosa murina segundo a Ana C. Bezerra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2896,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1606,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,12,,ok,ok,parcial,female,p3m4,6,adulto,25,,301,116,185,18,,28,,TRUE,35.68,34.9,17.44,12.71,17.21,6.58,6.83,12.07,5.88,10.92,4.96,20.75,15.38,7.33,26.06,10.09,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2897,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1607,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,14,,ok,ok,parcial,male,p3m4 (gastos),7,adulto,76,,307,92,215,23,,30,,TRUE,42.08,42.54,20.67,14.14,21.26,6.45,7.88,13.41,6.82,11.94,6.75,24.13,17.25,7.69,31.63,13.1,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2898,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1608,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,15,,ok,ok,parcial,female,p3m4,6,adulto,31,,290,122,168,18,,25,,TRUE,35.7,34.97,16.48,12.92,17.83,6.57,7.21,12.03,5.88,11.27,5.05,20.41,15.1,7.22,26.24,10.08,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2899,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1609,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,15,,ok,parcial,parcial,female,,,,22,,266,107,159,18,,24,,,,,,,,,,,,,,,,,,,,crânio destruido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2900,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1610,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,16,,ok,ok,parcial,male,p3m4,6,adulto,85,,392,170,222,22,,30,,TRUE,43.11,43.32,20.15,14.4,22.02,6.67,8.89,13.54,7.49,12.7,6.87,24.39,17.53,7.92,32.55,13.44,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2901,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1611,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,16,,ok,ok,parcial,female,p3m4,6,adulto,30,,290,113,177,21,,25,,TRUE,34.09,33.55,15.2,12.69,16.95,6.71,6.24,11.77,5.43,10.66,4.95,19.46,14,7.13,24.58,10.07,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2903,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1613,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,17,,ok,ok,parcial,female,p3m4,6,adulto,29,,273,109,164,20,,26,,TRUE,35.92,35.73,16.33,12.72,17.37,6.58,7.17,11.8,5.74,11.22,5.26,20.85,15.54,7.59,26.66,9.89,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2904,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1614,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,18,,ok,ok,parcial,male,p3m4 (gastos),7,adulto,75,,350,137,213,23,,29,,TRUE,41.34,40.74,19.67,13.62,20.31,6.46,7.86,12.83,6.47,12.01,6.47,23.68,17.12,7.8,30.36,11.93,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2905,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1615,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,19,,ok,ok,parcial,male,dp3m4,5,adulto,40,,309,136,173,20,,25,,TRUE,35.69,34.83,,12.86,17.62,6.76,6.86,11.91,5.97,11.01,5.37,20.38,14.96,7.43,26.14,10.71,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES3109,UFES,03-04,Marmosops incanus,Rio Preto,Leonora Pires Costa,LPC 1670,Floresta Nacional do Rio Preto (Trilha A),Conceição da Barra,ES,-39.84457,-18.35619,,TRUE,2015,11,29,,ok,,,male,,,,135,,390,180,210,25,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES3102,UFES,Meio líquido,Marmosops sp.,,Leonora Pires Costa,LPC 1663,Floresta Nacional do Rio Preto (Trilha A),Conceição da Barra,ES,-39. 84457,-18. 35619,,TRUE,2015,11,26,,ETOH,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,embriões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
